ID 	SX 	VG 	VE 	VF 
2397 	1 	0.475 	0.055 	0.530 
2398 	1 	-0.186 	-1.456 	-1.641 
2399 	0 	-0.600 	-5.889 	-6.489 
2400 	1 	-0.665 	1.704 	1.039 
2401 	1 	-0.948 	1.676 	0.728 
2402 	0 	0.527 	-0.081 	0.445 
2403 	1 	-0.460 	2.475 	2.015 
2404 	0 	0.169 	-0.525 	-0.356 
2405 	0 	-0.783 	0.146 	-0.637 
2406 	0 	1.286 	0.597 	1.883 
2407 	0 	-0.618 	0.418 	-0.200 
2408 	0 	-0.354 	3.652 	3.298 
2409 	1 	-0.947 	-1.203 	-2.150 
2410 	1 	-0.379 	2.500 	2.121 
2411 	1 	-0.524 	-1.381 	-1.905 
2412 	0 	0.646 	-2.554 	-1.909 
2413 	0 	-0.359 	-2.175 	-2.535 
2414 	0 	1.019 	0.340 	1.359 
2415 	1 	-2.238 	0.702 	-1.535 
2416 	1 	-0.406 	1.243 	0.837 
2417 	1 	2.184 	-2.893 	-0.710 
2418 	0 	-2.429 	-2.597 	-5.027 
2419 	1 	0.759 	5.696 	6.455 
2420 	0 	-0.245 	0.121 	-0.124 
2421 	1 	1.610 	-0.937 	0.673 
2422 	1 	0.144 	0.653 	0.797 
2423 	0 	-1.362 	-2.029 	-3.391 
2424 	1 	-0.967 	-0.999 	-1.966 
2425 	0 	-0.131 	-2.022 	-2.152 
2426 	1 	0.217 	1.945 	2.163 
2427 	1 	-0.155 	-7.117 	-7.271 
2428 	1 	-0.330 	3.325 	2.995 
2429 	1 	-0.437 	-1.805 	-2.241 
2430 	0 	0.308 	0.093 	0.401 
2431 	1 	0.975 	-2.890 	-1.915 
2432 	0 	-0.833 	0.642 	-0.191 
2433 	0 	-0.465 	1.150 	0.685 
2434 	1 	-0.502 	0.789 	0.287 
2435 	0 	-1.666 	2.845 	1.179 
2436 	1 	0.254 	1.289 	1.542 
2437 	0 	-0.033 	2.474 	2.442 
2438 	1 	2.610 	-0.863 	1.747 
2439 	1 	0.918 	-1.875 	-0.957 
2440 	1 	0.403 	3.960 	4.363 
2441 	1 	0.766 	1.160 	1.926 
2442 	1 	2.627 	-3.230 	-0.603 
2443 	1 	1.003 	0.784 	1.787 
2444 	0 	0.821 	-0.840 	-0.019 
2445 	1 	0.352 	0.173 	0.524 
2446 	0 	-1.374 	-0.226 	-1.600 
2447 	1 	-0.770 	1.965 	1.195 
2448 	1 	0.629 	-2.526 	-1.898 
2449 	1 	-0.840 	-0.919 	-1.759 
2450 	1 	-0.852 	-1.179 	-2.031 
2451 	0 	1.870 	2.410 	4.280 
2452 	1 	-1.579 	0.863 	-0.716 
2453 	0 	-0.340 	-0.818 	-1.158 
2454 	1 	-0.813 	-1.764 	-2.577 
2455 	1 	1.872 	0.546 	2.418 
2456 	0 	0.040 	0.267 	0.307 
2457 	1 	0.758 	0.715 	1.474 
2458 	0 	0.938 	1.136 	2.073 
2459 	0 	0.294 	1.083 	1.377 
2460 	1 	-0.315 	-0.311 	-0.627 
2461 	0 	-0.319 	1.291 	0.971 
2462 	1 	0.106 	0.323 	0.429 
2463 	0 	-2.131 	0.753 	-1.378 
2464 	0 	-1.524 	1.271 	-0.253 
2465 	1 	0.401 	2.312 	2.713 
2466 	0 	0.534 	-1.707 	-1.173 
2467 	1 	-1.892 	-5.087 	-6.978 
2468 	0 	0.970 	0.113 	1.083 
2469 	1 	-0.739 	-1.809 	-2.549 
2470 	0 	-1.135 	-1.208 	-2.343 
2471 	0 	1.104 	-0.950 	0.154 
2472 	1 	-1.723 	-0.553 	-2.275 
2473 	1 	0.620 	0.510 	1.131 
2474 	0 	-0.695 	0.091 	-0.605 
2475 	1 	-0.313 	1.374 	1.061 
2476 	0 	-1.945 	1.175 	-0.770 
2477 	1 	0.377 	2.242 	2.620 
2478 	0 	-0.635 	0.131 	-0.503 
2479 	0 	2.043 	1.223 	3.265 
2480 	1 	1.506 	2.395 	3.901 
2481 	0 	-0.558 	-1.752 	-2.310 
2482 	1 	-1.085 	-0.045 	-1.130 
2483 	1 	0.790 	5.286 	6.076 
2484 	1 	-1.325 	0.129 	-1.196 
2485 	0 	-0.351 	-0.322 	-0.673 
2486 	0 	0.206 	2.007 	2.213 
2487 	0 	1.903 	-1.727 	0.176 
2488 	1 	-1.744 	3.121 	1.377 
2489 	0 	0.169 	-6.461 	-6.292 
2490 	1 	-0.474 	-2.579 	-3.053 
2491 	1 	-1.925 	0.097 	-1.828 
2492 	0 	-0.949 	0.395 	-0.554 
2493 	0 	1.272 	2.925 	4.197 
2494 	0 	0.315 	0.649 	0.964 
2495 	0 	-0.533 	0.063 	-0.471 
2496 	0 	-0.900 	-1.820 	-2.721 
2497 	1 	0.779 	-2.988 	-2.209 
2498 	1 	-3.209 	-0.073 	-3.282 
2499 	0 	-0.690 	0.219 	-0.471 
2500 	1 	-0.109 	1.138 	1.029 
2501 	1 	-0.477 	0.272 	-0.205 
2502 	1 	-1.741 	3.363 	1.622 
2503 	1 	-1.092 	1.417 	0.325 
2504 	1 	-0.253 	-1.562 	-1.815 
2505 	0 	-0.829 	-0.775 	-1.604 
2506 	0 	1.931 	-0.196 	1.735 
2507 	0 	0.612 	-2.119 	-1.507 
2508 	1 	-1.121 	-2.078 	-3.199 
2509 	1 	-1.810 	-0.789 	-2.599 
2510 	0 	-0.589 	3.771 	3.182 
2511 	0 	0.889 	-0.637 	0.253 
2512 	1 	0.801 	0.288 	1.089 
2513 	0 	0.833 	-0.782 	0.051 
2514 	0 	0.450 	2.992 	3.442 
2515 	1 	-0.777 	-0.815 	-1.591 
2516 	0 	-0.924 	2.427 	1.503 
2517 	0 	0.032 	0.933 	0.965 
2518 	1 	0.735 	2.535 	3.270 
2519 	0 	1.839 	-3.027 	-1.188 
2520 	0 	1.697 	-2.317 	-0.620 
2521 	1 	0.326 	-2.057 	-1.731 
2522 	0 	0.493 	-2.853 	-2.360 
2523 	1 	0.461 	-1.828 	-1.367 
2524 	1 	-0.868 	-1.525 	-2.392 
2525 	1 	-0.086 	-2.307 	-2.393 
2526 	0 	0.440 	-0.187 	0.253 
2527 	1 	1.293 	-0.060 	1.233 
2528 	0 	0.228 	-0.488 	-0.260 
2529 	1 	0.706 	-2.125 	-1.420 
2530 	1 	1.162 	-1.571 	-0.409 
2531 	0 	2.519 	-0.109 	2.410 
2532 	1 	-0.148 	-0.651 	-0.799 
2533 	1 	0.513 	-1.946 	-1.434 
2534 	0 	0.772 	-0.024 	0.748 
2535 	1 	0.469 	-0.950 	-0.481 
2536 	1 	0.122 	-1.189 	-1.067 
2537 	0 	0.297 	1.662 	1.959 
2538 	0 	1.803 	3.576 	5.379 
2539 	1 	-1.047 	-0.952 	-1.999 
2540 	1 	0.349 	0.330 	0.679 
2541 	0 	-0.771 	-2.790 	-3.561 
2542 	0 	-0.650 	-0.461 	-1.111 
2543 	0 	0.449 	2.050 	2.499 
2544 	0 	-0.855 	-0.492 	-1.346 
2545 	1 	-0.623 	-2.093 	-2.716 
2546 	0 	-0.903 	0.925 	0.022 
2547 	1 	0.021 	-0.005 	0.017 
2548 	1 	0.788 	-0.574 	0.213 
2549 	0 	0.136 	2.045 	2.181 
2550 	1 	0.458 	-0.188 	0.270 
2551 	0 	-0.782 	2.752 	1.970 
2552 	1 	-0.020 	-2.062 	-2.081 
2553 	0 	1.231 	-3.918 	-2.688 
2554 	1 	-0.252 	-1.514 	-1.767 
2555 	0 	-0.154 	2.019 	1.865 
2556 	1 	-0.854 	-2.261 	-3.115 
2557 	0 	1.110 	-1.494 	-0.383 
2558 	1 	-0.597 	-0.684 	-1.281 
2559 	0 	-0.357 	0.095 	-0.261 
2560 	1 	-0.286 	3.083 	2.798 
2561 	1 	-0.393 	1.638 	1.245 
2562 	0 	-0.329 	-0.932 	-1.261 
2563 	1 	1.632 	-0.189 	1.442 
2564 	1 	0.015 	1.065 	1.081 
2565 	1 	-0.502 	0.791 	0.288 
2566 	1 	-1.465 	1.724 	0.259 
2567 	0 	0.252 	-2.971 	-2.719 
2568 	1 	-1.681 	-0.471 	-2.152 
2569 	1 	-0.695 	1.041 	0.346 
2570 	0 	-0.229 	-0.369 	-0.597 
2571 	1 	-1.673 	-1.780 	-3.453 
2572 	1 	1.573 	0.337 	1.909 
2573 	0 	0.106 	-0.678 	-0.573 
2574 	1 	-1.601 	-2.750 	-4.352 
2575 	0 	1.474 	1.822 	3.296 
2576 	0 	-0.044 	4.417 	4.373 
2577 	1 	-0.030 	0.593 	0.563 
2578 	0 	1.216 	0.244 	1.461 
2579 	0 	0.167 	-1.201 	-1.034 
2580 	1 	0.272 	-2.753 	-2.481 
2581 	0 	1.943 	-0.891 	1.053 
2582 	0 	-0.246 	-0.300 	-0.546 
2583 	1 	-0.333 	-3.609 	-3.941 
2584 	1 	0.710 	2.380 	3.089 
2585 	1 	1.656 	-1.919 	-0.263 
2586 	0 	-0.263 	1.164 	0.900 
2587 	1 	-0.966 	-2.321 	-3.287 
2588 	0 	-0.733 	-1.595 	-2.328 
2589 	0 	-0.307 	-0.944 	-1.250 
2590 	1 	1.132 	4.099 	5.232 
2591 	0 	0.028 	-2.372 	-2.344 
2592 	0 	0.832 	-1.152 	-0.320 
2593 	1 	-1.791 	1.248 	-0.543 
2594 	0 	1.338 	1.661 	2.998 
2595 	1 	0.584 	-0.330 	0.254 
2596 	0 	-0.375 	2.102 	1.727 
2597 	1 	-0.599 	-3.839 	-4.439 
2598 	1 	-0.790 	-0.286 	-1.076 
2599 	1 	-1.873 	3.904 	2.031 
2600 	0 	-1.172 	-2.246 	-3.419 
2601 	1 	-0.618 	3.929 	3.311 
2602 	0 	-0.574 	4.941 	4.367 
2603 	1 	0.567 	1.963 	2.530 
2604 	0 	-0.503 	-1.446 	-1.950 
2605 	0 	-0.626 	-0.579 	-1.205 
2606 	0 	-1.465 	1.092 	-0.373 
2607 	1 	-1.074 	-0.239 	-1.313 
2608 	0 	0.156 	2.639 	2.796 
2609 	0 	0.355 	3.141 	3.495 
2610 	1 	1.580 	0.290 	1.869 
2611 	1 	-0.217 	-3.769 	-3.985 
2612 	1 	1.503 	2.881 	4.384 
2613 	0 	0.829 	-1.456 	-0.627 
2614 	0 	0.954 	-1.896 	-0.942 
2615 	1 	-0.601 	2.358 	1.758 
2616 	1 	0.502 	-0.831 	-0.330 
2617 	0 	-0.750 	0.668 	-0.082 
2618 	1 	-0.441 	-2.579 	-3.019 
2619 	0 	-0.417 	-0.893 	-1.310 
2620 	1 	-1.067 	-2.247 	-3.314 
2621 	1 	0.188 	0.800 	0.988 
2622 	1 	0.888 	-2.132 	-1.244 
2623 	1 	1.050 	1.835 	2.885 
2624 	1 	-1.035 	-1.834 	-2.869 
2625 	0 	0.333 	1.489 	1.822 
2626 	1 	0.479 	1.142 	1.622 
2627 	1 	0.146 	-1.215 	-1.070 
2628 	0 	-1.095 	0.073 	-1.021 
2629 	1 	1.131 	-1.036 	0.095 
2630 	1 	-0.590 	-1.789 	-2.379 
2631 	1 	-0.832 	3.230 	2.398 
2632 	1 	-0.261 	-1.786 	-2.047 
2633 	0 	0.135 	1.651 	1.786 
2634 	1 	-0.621 	1.608 	0.987 
2635 	1 	1.987 	1.369 	3.356 
2636 	0 	-0.714 	-1.644 	-2.358 
2637 	0 	0.348 	0.155 	0.503 
2638 	1 	1.509 	1.735 	3.244 
2639 	1 	-2.309 	1.730 	-0.579 
2640 	1 	1.084 	-1.466 	-0.381 
2641 	0 	0.385 	-0.154 	0.232 
2642 	1 	-0.536 	-0.346 	-0.883 
2643 	0 	0.248 	1.464 	1.712 
2644 	0 	-0.275 	-0.819 	-1.094 
2645 	0 	0.038 	-2.894 	-2.856 
2646 	0 	-0.868 	-2.755 	-3.623 
2647 	1 	0.673 	-2.605 	-1.933 
2648 	1 	1.285 	-3.402 	-2.117 
2649 	0 	0.070 	3.742 	3.812 
2650 	0 	-0.046 	-1.833 	-1.879 
2651 	0 	0.050 	0.702 	0.752 
2652 	1 	-0.411 	2.574 	2.163 
2653 	0 	-1.299 	0.150 	-1.149 
2654 	1 	0.380 	0.712 	1.092 
2655 	0 	0.683 	-0.216 	0.467 
2656 	1 	-1.762 	-0.339 	-2.101 
2657 	1 	-2.507 	-0.266 	-2.773 
2658 	0 	0.029 	0.145 	0.174 
2659 	0 	2.286 	1.615 	3.902 
2660 	1 	0.069 	0.846 	0.915 
2661 	1 	-1.350 	0.740 	-0.610 
2662 	0 	-2.357 	-2.894 	-5.251 
2663 	1 	0.759 	0.963 	1.723 
2664 	1 	-0.870 	0.050 	-0.820 
2665 	1 	-3.159 	-2.111 	-5.270 
2666 	1 	0.790 	1.272 	2.062 
2667 	0 	-0.484 	-1.509 	-1.993 
2668 	0 	0.468 	-1.440 	-0.972 
2669 	0 	2.087 	-1.895 	0.192 
2670 	0 	0.027 	2.364 	2.391 
2671 	1 	0.288 	1.273 	1.561 
2672 	1 	0.337 	1.237 	1.575 
2673 	1 	-0.888 	0.282 	-0.606 
2674 	0 	0.825 	0.936 	1.761 
2675 	0 	-0.967 	2.392 	1.425 
2676 	0 	-0.355 	1.052 	0.698 
2677 	0 	0.026 	1.965 	1.990 
2678 	0 	-0.126 	0.076 	-0.051 
2679 	0 	1.251 	-1.986 	-0.735 
2680 	1 	-0.929 	2.417 	1.488 
2681 	0 	0.292 	-1.784 	-1.493 
2682 	1 	0.388 	0.084 	0.471 
2683 	0 	0.539 	-0.331 	0.208 
2684 	0 	-1.595 	-0.647 	-2.242 
2685 	1 	0.523 	0.073 	0.596 
2686 	0 	0.832 	-0.971 	-0.139 
2687 	1 	-1.527 	0.637 	-0.890 
2688 	1 	0.666 	1.003 	1.668 
2689 	0 	-1.116 	1.445 	0.329 
2690 	0 	0.488 	-0.498 	-0.009 
2691 	0 	0.531 	-1.786 	-1.255 
2692 	0 	0.611 	1.584 	2.195 
2693 	0 	-1.039 	1.151 	0.112 
2694 	1 	1.406 	-1.160 	0.247 
2695 	0 	-0.126 	1.908 	1.782 
2696 	0 	-1.699 	1.573 	-0.125 
2697 	0 	-2.097 	0.470 	-1.627 
2698 	1 	0.651 	0.713 	1.365 
2699 	0 	0.977 	1.211 	2.188 
2700 	0 	-1.110 	0.931 	-0.179 
2701 	0 	1.267 	3.293 	4.561 
2702 	0 	1.034 	-0.352 	0.682 
2703 	0 	-1.093 	2.585 	1.492 
2704 	1 	0.652 	-0.521 	0.130 
2705 	1 	-1.024 	-3.378 	-4.402 
2706 	0 	0.825 	-0.076 	0.750 
2707 	0 	1.197 	0.455 	1.651 
2708 	1 	-0.889 	-1.069 	-1.959 
2709 	0 	-0.523 	-2.226 	-2.749 
2710 	0 	1.952 	1.007 	2.959 
2711 	1 	0.738 	-1.780 	-1.042 
2712 	0 	-1.096 	-1.763 	-2.859 
2713 	0 	0.631 	0.638 	1.268 
2714 	0 	-0.378 	-0.441 	-0.819 
2715 	1 	-1.188 	0.344 	-0.844 
2716 	0 	-0.459 	1.074 	0.615 
2717 	0 	0.647 	0.399 	1.046 
2718 	0 	0.380 	-0.436 	-0.056 
2719 	1 	0.904 	0.616 	1.520 
2720 	1 	-1.038 	0.406 	-0.632 
2721 	0 	-0.007 	1.873 	1.866 
2722 	1 	-0.400 	-2.611 	-3.011 
2723 	1 	0.860 	0.090 	0.950 
2724 	0 	-0.321 	0.430 	0.110 
2725 	0 	-0.397 	-1.531 	-1.928 
2726 	1 	-0.698 	0.701 	0.003 
2727 	0 	-0.070 	-1.555 	-1.625 
2728 	0 	-0.327 	0.307 	-0.020 
2729 	0 	0.568 	-0.885 	-0.317 
2730 	1 	0.352 	-1.105 	-0.752 
2731 	0 	-0.491 	2.694 	2.203 
2732 	1 	-1.550 	-0.790 	-2.339 
2733 	0 	0.372 	-3.974 	-3.602 
2734 	1 	-0.498 	2.486 	1.988 
2735 	1 	-0.997 	0.871 	-0.125 
2736 	1 	-0.297 	0.315 	0.018 
2737 	1 	-0.228 	0.791 	0.564 
2738 	0 	-1.401 	0.683 	-0.718 
2739 	1 	0.771 	2.672 	3.443 
2740 	0 	-1.464 	1.908 	0.444 
2741 	1 	-0.460 	-0.001 	-0.461 
2742 	0 	1.655 	-1.368 	0.287 
2743 	1 	1.509 	-1.762 	-0.254 
2744 	1 	-1.362 	1.839 	0.477 
2745 	1 	1.147 	0.894 	2.042 
2746 	0 	-0.814 	0.964 	0.150 
2747 	0 	-0.510 	2.021 	1.510 
2748 	0 	0.340 	1.525 	1.866 
2749 	1 	0.778 	1.433 	2.211 
2750 	1 	-0.593 	1.505 	0.912 
2751 	0 	-2.806 	-0.828 	-3.634 
2752 	1 	0.331 	-1.328 	-0.997 
2753 	1 	0.004 	0.989 	0.993 
2754 	1 	-0.960 	-3.881 	-4.841 
2755 	0 	0.927 	2.850 	3.777 
2756 	1 	1.139 	0.131 	1.270 
2757 	0 	0.444 	-1.078 	-0.634 
2758 	1 	-0.637 	-0.509 	-1.146 
2759 	0 	-0.615 	-0.606 	-1.221 
2760 	1 	0.958 	-0.376 	0.582 
2761 	0 	-0.465 	0.005 	-0.460 
2762 	1 	0.877 	0.654 	1.531 
2763 	0 	1.569 	2.125 	3.694 
2764 	0 	1.616 	-2.344 	-0.727 
2765 	0 	0.256 	1.259 	1.516 
2766 	1 	0.423 	-1.743 	-1.320 
2767 	1 	-0.855 	3.382 	2.527 
2768 	0 	0.505 	-2.111 	-1.605 
2769 	1 	1.154 	4.233 	5.386 
2770 	1 	-0.751 	0.543 	-0.208 
2771 	0 	-2.386 	-2.677 	-5.064 
2772 	0 	-0.794 	1.647 	0.853 
2773 	1 	-0.378 	-0.960 	-1.338 
2774 	1 	-0.594 	0.575 	-0.019 
2775 	1 	-0.969 	-0.577 	-1.546 
2776 	1 	-0.141 	3.739 	3.598 
2777 	1 	-2.155 	-2.503 	-4.658 
2778 	0 	0.679 	-3.271 	-2.593 
2779 	1 	-0.195 	0.180 	-0.015 
2780 	1 	-1.112 	0.692 	-0.421 
2781 	0 	0.197 	1.817 	2.014 
2782 	0 	0.031 	-2.991 	-2.960 
2783 	1 	-0.169 	1.123 	0.953 
2784 	0 	-0.600 	-2.626 	-3.226 
2785 	1 	1.891 	-1.631 	0.259 
2786 	0 	-1.405 	-0.999 	-2.404 
2787 	1 	-0.757 	-1.569 	-2.326 
2788 	0 	0.430 	-2.109 	-1.680 
2789 	1 	-0.129 	-0.312 	-0.441 
2790 	0 	-2.116 	-0.002 	-2.118 
2791 	1 	-0.854 	2.904 	2.050 
2792 	1 	-1.033 	-1.049 	-2.082 
2793 	0 	-0.305 	-3.129 	-3.434 
2794 	0 	0.756 	-1.679 	-0.923 
2795 	1 	0.465 	-2.371 	-1.906 
2796 	1 	-0.643 	-1.801 	-2.444 
2797 	0 	0.265 	-1.723 	-1.459 
2798 	1 	-1.533 	1.803 	0.270 
2799 	0 	1.256 	0.642 	1.898 
2800 	1 	-0.349 	-0.997 	-1.345 
2801 	1 	0.256 	-0.332 	-0.077 
2802 	1 	1.741 	-1.393 	0.348 
2803 	0 	0.279 	-2.071 	-1.793 
2804 	1 	-0.309 	2.085 	1.776 
2805 	0 	-0.353 	-3.352 	-3.705 
2806 	0 	-1.766 	-2.808 	-4.574 
2807 	0 	-0.376 	3.234 	2.858 
2808 	1 	1.489 	-1.613 	-0.124 
2809 	0 	-0.981 	-1.485 	-2.466 
2810 	0 	3.218 	-2.436 	0.782 
2811 	1 	-0.032 	0.505 	0.472 
2812 	0 	0.910 	-0.033 	0.877 
2813 	1 	0.266 	-1.429 	-1.163 
2814 	1 	0.156 	-0.770 	-0.613 
2815 	1 	-2.206 	-0.643 	-2.849 
2816 	1 	0.277 	-0.420 	-0.142 
2817 	0 	1.107 	-2.921 	-1.814 
2818 	1 	-0.161 	-8.019 	-8.180 
2819 	1 	0.622 	-3.515 	-2.893 
2820 	0 	0.093 	0.336 	0.428 
2821 	1 	-0.454 	0.071 	-0.384 
2822 	1 	0.418 	-2.472 	-2.053 
2823 	0 	-1.443 	-1.344 	-2.787 
2824 	0 	1.162 	-1.272 	-0.110 
2825 	0 	0.103 	0.224 	0.327 
2826 	0 	-0.751 	-1.063 	-1.814 
2827 	0 	1.253 	-0.739 	0.514 
2828 	1 	-1.082 	-2.093 	-3.175 
2829 	0 	2.061 	0.571 	2.632 
2830 	1 	-1.399 	-0.391 	-1.790 
2831 	1 	-1.744 	0.110 	-1.633 
2832 	0 	0.176 	-0.808 	-0.632 
2833 	1 	-0.858 	2.076 	1.218 
2834 	0 	0.164 	-0.892 	-0.729 
2835 	0 	-1.030 	-2.822 	-3.853 
2836 	0 	1.128 	-1.145 	-0.017 
2837 	0 	-1.297 	-0.004 	-1.301 
2838 	1 	0.587 	2.930 	3.517 
2839 	1 	1.950 	-2.325 	-0.374 
2840 	1 	-0.127 	-2.524 	-2.650 
2841 	0 	1.752 	-0.172 	1.580 
2842 	0 	-0.605 	1.378 	0.773 
2843 	0 	1.220 	1.718 	2.938 
2844 	1 	0.169 	0.938 	1.107 
2845 	1 	-0.872 	-3.070 	-3.941 
2846 	0 	0.503 	1.239 	1.742 
2847 	1 	0.322 	3.228 	3.550 
2848 	1 	0.132 	0.195 	0.326 
2849 	0 	-0.097 	0.846 	0.749 
2850 	1 	1.353 	3.025 	4.378 
2851 	1 	0.071 	3.274 	3.345 
2852 	0 	0.314 	-1.366 	-1.052 
2853 	0 	0.408 	-2.087 	-1.680 
2854 	0 	0.215 	-0.108 	0.107 
2855 	1 	-0.298 	-0.256 	-0.554 
2856 	0 	-1.376 	2.822 	1.446 
2857 	0 	-1.128 	-1.570 	-2.698 
2858 	1 	-1.336 	-1.064 	-2.400 
2859 	0 	-1.274 	2.242 	0.968 
2860 	0 	0.460 	1.161 	1.621 
2861 	0 	0.375 	1.696 	2.071 
2862 	0 	-1.721 	-0.242 	-1.963 
2863 	1 	-0.264 	3.368 	3.104 
2864 	0 	-1.165 	0.550 	-0.615 
2865 	1 	1.073 	-4.080 	-3.006 
2866 	0 	1.458 	0.559 	2.017 
2867 	0 	1.394 	-1.669 	-0.275 
2868 	0 	0.416 	-3.308 	-2.892 
2869 	1 	-0.062 	0.601 	0.539 
2870 	0 	-0.024 	-1.914 	-1.939 
2871 	1 	0.199 	5.570 	5.770 
2872 	1 	-1.787 	-0.739 	-2.526 
2873 	1 	0.014 	-1.789 	-1.775 
2874 	1 	0.584 	-1.502 	-0.918 
2875 	1 	0.575 	-0.332 	0.243 
2876 	1 	1.859 	1.120 	2.980 
2877 	0 	-0.357 	-0.573 	-0.930 
2878 	0 	-0.443 	4.139 	3.696 
2879 	0 	0.570 	0.299 	0.868 
2880 	1 	-0.095 	-0.787 	-0.882 
2881 	1 	1.146 	1.789 	2.936 
2882 	0 	-0.209 	-0.785 	-0.994 
2883 	0 	0.272 	2.142 	2.414 
2884 	0 	-0.200 	-3.570 	-3.770 
2885 	0 	-1.107 	-0.982 	-2.089 
2886 	1 	0.543 	-2.057 	-1.514 
2887 	0 	0.122 	-2.075 	-1.953 
2888 	1 	-0.832 	1.288 	0.456 
2889 	0 	0.019 	-0.735 	-0.717 
2890 	0 	1.042 	-0.788 	0.254 
2891 	0 	0.830 	0.395 	1.225 
2892 	1 	0.265 	2.318 	2.583 
2893 	1 	-0.495 	-0.581 	-1.076 
2894 	0 	0.438 	-2.266 	-1.827 
2895 	1 	-0.286 	1.165 	0.880 
2896 	0 	-1.175 	-0.745 	-1.920 
2897 	1 	-1.157 	-1.083 	-2.240 
2898 	0 	-1.404 	-1.183 	-2.587 
2899 	1 	-0.562 	0.771 	0.210 
2900 	1 	1.001 	-3.654 	-2.653 
2901 	1 	-1.315 	1.008 	-0.308 
2902 	1 	1.109 	-3.507 	-2.398 
2903 	0 	-0.781 	-1.095 	-1.876 
2904 	0 	0.849 	-0.679 	0.171 
2905 	1 	0.355 	0.787 	1.142 
2906 	1 	-0.849 	-0.120 	-0.969 
2907 	0 	-0.560 	-2.042 	-2.602 
2908 	1 	1.524 	-3.749 	-2.226 
2909 	1 	0.192 	-0.170 	0.022 
2910 	1 	0.264 	3.204 	3.468 
2911 	0 	0.381 	-2.219 	-1.838 
2912 	1 	0.917 	4.856 	5.773 
2913 	1 	0.872 	-3.433 	-2.561 
2914 	0 	1.575 	-0.888 	0.687 
2915 	1 	1.761 	3.829 	5.591 
2916 	0 	-0.777 	-2.344 	-3.121 
2917 	1 	-0.058 	-2.213 	-2.271 
2918 	1 	0.786 	1.483 	2.269 
2919 	1 	-0.429 	0.178 	-0.251 
2920 	1 	-0.816 	0.695 	-0.120 
2921 	1 	-0.801 	-1.453 	-2.254 
2922 	1 	-0.294 	-0.391 	-0.684 
2923 	0 	1.258 	1.205 	2.463 
2924 	1 	1.759 	2.541 	4.300 
2925 	1 	-1.535 	-1.119 	-2.654 
2926 	1 	0.947 	1.373 	2.319 
2927 	0 	-0.130 	-0.378 	-0.508 
2928 	0 	1.251 	-1.787 	-0.536 
2929 	1 	-1.644 	0.599 	-1.045 
2930 	1 	-1.064 	-3.373 	-4.438 
2931 	1 	0.580 	-0.985 	-0.405 
2932 	0 	-0.774 	2.652 	1.878 
2933 	0 	-1.957 	-1.418 	-3.374 
2934 	1 	0.627 	4.642 	5.270 
2935 	1 	-0.238 	-2.388 	-2.626 
2936 	1 	0.007 	1.723 	1.729 
2937 	1 	-0.160 	-1.406 	-1.567 
2938 	0 	-0.217 	3.099 	2.882 
2939 	0 	-1.406 	3.452 	2.046 
2940 	1 	-0.111 	0.083 	-0.029 
2941 	1 	2.060 	0.224 	2.284 
2942 	1 	1.029 	-0.776 	0.252 
2943 	0 	-1.168 	-0.738 	-1.907 
2944 	1 	-0.611 	1.508 	0.897 
2945 	1 	0.975 	2.591 	3.566 
2946 	1 	-3.153 	2.355 	-0.798 
2947 	1 	-0.095 	-2.339 	-2.434 
2948 	1 	-1.496 	-3.518 	-5.014 
2949 	0 	-0.280 	2.350 	2.069 
2950 	0 	-3.072 	1.098 	-1.974 
2951 	0 	-0.645 	0.418 	-0.226 
2952 	1 	0.420 	-1.274 	-0.855 
2953 	0 	-1.155 	2.469 	1.314 
2954 	0 	0.049 	-2.989 	-2.939 
2955 	1 	-1.162 	1.641 	0.479 
2956 	0 	-1.666 	3.800 	2.134 
2957 	0 	-0.952 	3.145 	2.193 
2958 	0 	-0.230 	4.609 	4.379 
2959 	1 	-0.670 	-1.044 	-1.715 
2960 	1 	0.939 	0.130 	1.069 
2961 	0 	-0.375 	1.095 	0.719 
2962 	0 	1.914 	3.699 	5.613 
2963 	0 	1.933 	1.668 	3.601 
2964 	0 	1.092 	1.979 	3.071 
2965 	1 	-0.441 	-1.290 	-1.730 
2966 	1 	-0.823 	-2.098 	-2.921 
2967 	1 	-1.721 	2.336 	0.615 
2968 	1 	1.077 	0.330 	1.407 
2969 	1 	0.245 	2.998 	3.244 
2970 	1 	-0.124 	1.677 	1.553 
2971 	0 	-0.251 	-0.594 	-0.845 
2972 	0 	3.486 	2.910 	6.396 
2973 	0 	-0.020 	0.926 	0.906 
2974 	1 	1.764 	-0.143 	1.621 
2975 	0 	-0.497 	0.499 	0.002 
2976 	0 	-0.225 	1.955 	1.731 
2977 	1 	0.436 	2.369 	2.805 
2978 	0 	0.345 	-0.179 	0.167 
2979 	1 	-1.484 	-0.208 	-1.691 
2980 	0 	-0.411 	-1.874 	-2.285 
2981 	0 	-0.461 	2.371 	1.910 
2982 	0 	-0.074 	3.000 	2.926 
2983 	0 	-0.758 	1.975 	1.217 
2984 	0 	-0.250 	0.844 	0.594 
2985 	1 	-1.152 	-0.174 	-1.326 
2986 	0 	-0.674 	-1.281 	-1.955 
2987 	1 	-1.213 	-1.709 	-2.923 
2988 	1 	1.814 	-0.990 	0.824 
2989 	0 	1.127 	-2.317 	-1.190 
